MODALIDAD,TITULACION,TIPO_FORMACION,CARRERA_ESPECIALIDAD,TURNO,PLAN,DescTForm,DescCarre,Mail,Enlace,Nro_Establecimiento
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
PRESENCIAL,,Profesorado,QUÍMICA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
SEMIPRESENCIAL CENTRO,,Profesorado,QUÍMICA,SEMIPRESENCIAL,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
PRESENCIAL,,Profesorado,QUÍMICA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
SEMIPRESENCIAL CENTRO,,Profesorado,QUÍMICA,SEMIPRESENCIAL,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
PRESENCIAL,,Profesorado,DERECHO - SOCIOLOGÍA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
SEMIPRESENCIAL CENTRO,,Profesorado,DERECHO - SOCIOLOGÍA,SEMIPRESENCIAL,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
PRESENCIAL,,Profesorado,DERECHO - SOCIOLOGÍA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
SEMIPRESENCIAL CENTRO,,Profesorado,DERECHO - SOCIOLOGÍA,SEMIPRESENCIAL,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
PRESENCIAL,,Profesorado,IDIOMA ESPAÑOL,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
SEMIPRESENCIAL CENTRO,,Profesorado,IDIOMA ESPAÑOL,SEMIPRESENCIAL,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
SEMIPRESENCIAL CENTRO,,Profesorado,IDIOMA ESPAÑOL,SEMIPRESENCIAL,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
SEMIPRESENCIAL CENTRO,,Profesorado,ALEMÁN,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
SEMIPRESENCIAL CENTRO,,Profesorado,ALEMÁN,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405556
PRESENCIAL,,Educación Social,EDUCADOR SOCIAL,INTERMEDIO/VESPERTINO,2011,https://www.cfe.edu.uy/index.php/plan-2008,,,,1405556
PRESENCIAL,,Educación Social,EDUCADOR SOCIAL,NOCTURNO,2011,https://www.cfe.edu.uy/index.php/plan-2008,,,,1405556
PRESENCIAL,,Magisterio,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
PRESENCIAL,,Magisterio,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
PRESENCIAL,,Magisterio,MAESTRO DE EDUCACIÓN PRIMARIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,1405572
PRESENCIAL,,Magisterio,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ASTRONOMÍA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,ASTRONOMÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS BIOLÓGICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS GEOGRÁFICAS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,CIENCIAS GEOGRÁFICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,COMUNICACIÓN VISUAL,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,COMUNICACIÓN VISUAL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,DERECHO,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,DERECHO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,EDUCACIÓN MUSICAL,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,EDUCACIÓN MUSICAL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ESPAÑOL,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,ESPAÑOL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FILOSOFÍA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,FILOSOFÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FRANCÉS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FRANCÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FÍSICA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,FÍSICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,HISTORIA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,HISTORIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,INGLÉS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,INGLÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ITALIANO,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ITALIANO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,LITERATURA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,LITERATURA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,MATEMÁTICA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,MATEMÁTICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,QUÍMICA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL,,Profesorado,QUÍMICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,SOCIOLOGÍA,MATUTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,SOCIOLOGÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ASTRONOMÍA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ASTRONOMÍA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS BIOLÓGICAS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS GEOGRÁFICAS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS GEOGRÁFICAS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,COMUNICACIÓN VISUAL,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,COMUNICACIÓN VISUAL,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,EDUCACIÓN MUSICAL,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,EDUCACIÓN MUSICAL,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FILOSOFÍA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FILOSOFÍA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FÍSICA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FÍSICA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,FRANCÉS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,HISTORIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,HISTORIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,INFORMÁTICA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,INGLÉS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,INGLÉS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ITALIANO,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ITALIANO,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,LITERATURA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,LITERATURA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,MATEMÁTICA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,MATEMÁTICA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,QUÍMICA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,QUÍMICA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,DERECHO - SOCIOLOGÍA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,DERECHO - SOCIOLOGÍA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,IDIOMA ESPAÑOL,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,IDIOMA ESPAÑOL,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
SEMIPRESENCIAL CENTRO,,Profesorado,ALEMÁN,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan2023-profesorado,,,,1405572
PRESENCIAL,,Magisterio,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
PRESENCIAL,,Magisterio,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
PRESENCIAL,,Magisterio,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2017,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
PRESENCIAL,,Magisterio,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,1407578
PRESENCIAL,,Magisterio,MAESTRO DE EDUCACIÓN PRIMARIA,INTERMEDIO/VESPERTINO,2023,https://www.cfe.edu.uy/index.php/plan-2023,,,,1407578
PRESENCIAL,,Magisterio,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,1407578
PRESENCIAL,,Magisterio,MAESTRO DE PRIMERA INFANCIA,MATUTINO,2023,https://www.cfe.edu.uy/index.php/plan-vigente,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,ASTRONOMÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,ASTRONOMÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,ASTRONOMÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,ASTRONOMÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS BIOLÓGICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,CIENCIAS BIOLÓGICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,CIENCIAS BIOLÓGICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS GEOGRÁFICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,CIENCIAS GEOGRÁFICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,CIENCIAS GEOGRÁFICAS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,CIENCIAS GEOGRÁFICAS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,COMUNICACIÓN VISUAL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,COMUNICACIÓN VISUAL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,COMUNICACIÓN VISUAL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,COMUNICACIÓN VISUAL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,DERECHO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,DERECHO,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,DERECHO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,DERECHO,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,EDUCACIÓN MUSICAL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,EDUCACIÓN MUSICAL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,EDUCACIÓN MUSICAL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,EDUCACIÓN MUSICAL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,ESPAÑOL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,ESPAÑOL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,ESPAÑOL,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,ESPAÑOL,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,FILOSOFÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,FILOSOFÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,FILOSOFÍA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,FILOSOFÍA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,FRANCÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,FRANCÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,FRANCÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,FRANCÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,FÍSICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,FÍSICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,FÍSICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,FÍSICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,HISTORIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,HISTORIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,HISTORIA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,HISTORIA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,INGLÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,INGLÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,INGLÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,INGLÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,ITALIANO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,ITALIANO,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,ITALIANO,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,ITALIANO,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,LITERATURA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,LITERATURA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,LITERATURA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,LITERATURA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,MATEMÁTICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,MATEMÁTICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,MATEMÁTICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,MATEMÁTICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,PORTUGUÉS,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,QUÍMICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL CENTRO,,Profesorado,QUÍMICA,NOCTURNO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
SEMIPRESENCIAL,,Profesorado,QUÍMICA,INTERMEDIO/VESPERTINO,2008,https://www.cfe.edu.uy/index.php/plan-2008-2010,,,,1407578
