Ruee Calculado,Rule Calculado,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1203002,3030289,3,,NOCTURNO,2013,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,3,,NOCTURNO,2013,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203003,3030281,5,HUMANÍSTICO,VESPERTINO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,5,HUMANÍSTICO,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,5,BIOLÓGICO,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,5,CIENTÍFICO,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,6,DERECHO,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,6,DERECHO,NOCTURNO,1994,SEMESTRAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,6,ECONOMÍA,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,6,AGRONOMIA,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,6,MEDICINA,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,6,ARQUITECTURA,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,6,INGENIERÍA,NOCTURNO,1994,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203003,3030281,4,,MATUTINO EXTENDIDO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,5,DIV.HUMANÍSTICA,INTERMEDIO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,5,DIV.HUMANÍSTICA,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,5,DIV.BIOLÓGICA,INTERMEDIO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,5,DIV.BIOLÓGICA,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,5,DIV.CIENTÍFICA,INTERMEDIO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,5,DIV.CIENTÍFICA,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,5,DIV.ARTE Y EXPRESIÓN,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,SOCIAL HUMANÍSTICO,INTERMEDIO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,SOCIAL HUMANÍSTICO,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,SOCIAL ECONOMÍA,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,CIENCIAS AGRARIAS,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,CIENCIAS BIOLÓGICAS,INTERMEDIO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,CIENCIAS BIOLÓGICAS,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,FÍSICO MATEMÁTICO,INTERMEDIO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,MATEMÁTICA Y DISEÑO,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,ARTE Y EXPRESION,INTERMEDIO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203003,3030281,6,ARTE Y EXPRESION,VESPERTINO,2006,ANUAL,LAS PIEDRAS Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,4,,NOCTURNO,1994,SEMESTRAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-1994,
1203004,3030300,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-1994,
1203004,3030300,6,DERECHO,NOCTURNO,1994,SEMESTRAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-1994,
1203004,3030300,1,,MATUTINO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,2,,MATUTINO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,3,,MATUTINO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,6,MATEMÁTICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203004,3030300,3,,NOCTURNO,2013,ANUAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2013,
1203004,3030300,3,,NOCTURNO,2013,SEMESTRAL,SAN RAMON,https://www.ces.edu.uy/index.php/plan-2013,
1203005,3030301,4,,MATUTINO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,5,DIV.ARTE Y EXPRESIÓN,MATUTINO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,6,CIENCIAS AGRARIAS,MATUTINO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203005,3030301,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL,SANTA LUCIA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203006,3030304,1,,MATUTINO EXTENDIDO,2006,ANUAL,SAUCE Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203006,3030304,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,SAUCE Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203006,3030304,2,,MATUTINO EXTENDIDO,2006,ANUAL,SAUCE Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203006,3030304,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,SAUCE Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203006,3030304,3,,MATUTINO EXTENDIDO,2006,ANUAL,SAUCE Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203006,3030304,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,SAUCE Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,1,,MATUTINO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,2,,MATUTINO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,3,,MATUTINO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203007,3030303,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SANTA ROSA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,1,,MATUTINO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,2,,MATUTINO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,3,,MATUTINO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203008,3030287,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,MIGUES,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,4,,NOCTURNO,1994,SEMESTRAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203009,3030293,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203009,3030293,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203009,3030293,6,DERECHO,NOCTURNO,1994,SEMESTRAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203009,3030293,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203009,3030293,1,,MATUTINO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,4,,MATUTINO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203009,3030293,1,,NOCTURNO,2013,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203009,3030293,1,,NOCTURNO,2013,SEMESTRAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203009,3030293,2,,NOCTURNO,2013,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203009,3030293,2,,NOCTURNO,2013,SEMESTRAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203009,3030293,3,,NOCTURNO,2013,ANUAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203009,3030293,3,,NOCTURNO,2013,SEMESTRAL,PROGRESO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203010,3030312,4,,NOCTURNO,1994,SEMESTRAL,TALA,https://www.ces.edu.uy/index.php/plan-1994,
1203010,3030312,5,HUMANÍSTICO,NOCTURNO,1994,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-1994,
1203010,3030312,5,BIOLÓGICO,NOCTURNO,1994,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-1994,
1203010,3030312,6,DERECHO,NOCTURNO,1994,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-1994,
1203010,3030312,1,,MATUTINO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,2,,MATUTINO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,3,,MATUTINO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,6,MATEMÁTICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203010,3030312,1,,NOCTURNO,2013,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2013,
1203010,3030312,1,,NOCTURNO,2013,SEMESTRAL,TALA,https://www.ces.edu.uy/index.php/plan-2013,
1203010,3030312,2,,NOCTURNO,2013,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2013,
1203010,3030312,2,,NOCTURNO,2013,SEMESTRAL,TALA,https://www.ces.edu.uy/index.php/plan-2013,
1203010,3030312,3,,NOCTURNO,2013,ANUAL,TALA,https://www.ces.edu.uy/index.php/plan-2013,
1203010,3030312,3,,NOCTURNO,2013,SEMESTRAL,TALA,https://www.ces.edu.uy/index.php/plan-2013,
1203011,3030267,4,,NOCTURNO,1994,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203011,3030267,4,,NOCTURNO,1994,SEMESTRAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203011,3030267,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203011,3030267,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203011,3030267,5,CIENTÍFICO,NOCTURNO,1994,SEMESTRAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203011,3030267,6,DERECHO,NOCTURNO,1994,SEMESTRAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203011,3030267,6,ECONOMÍA,NOCTURNO,1994,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203011,3030267,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203011,3030267,1,,NOCTURNO,1996,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1996-ee,
1203011,3030267,2,,NOCTURNO,1996,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1996-ee,
1203011,3030267,3,,NOCTURNO,1996,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-1996-ee,
1203011,3030267,1,,MATUTINO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,2,,MATUTINO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,3,,MATUTINO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,4,,MATUTINO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203011,3030267,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,ATLANTIDA Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
